FECH; FOR.ACC ; ACTECA ; ACTECB ; ACTECC ; ACTECD ; ACTECE ; ACTECF ; ACTECG ; ACTECH ; ACTECI ; ACTECAJ ; ACTECAK ; ACTECL ; ACTECM ; ACTECN ; ACTECO ; ACTECZ ; TOT 
Octubre_2022;CHOQUES CONTRA OBJETOS INMÓVILES (A EXCEPCIÓN DE CHOQUES DEBIDOS A UNA CAÍDA ANTERIOR); 1 ;; 7 ; 22 ;; 4 ; 3 ; 1 ; 2 ;; 5 ; 1 ;; 7 ; 4 ;; 57 
Octubre_2022;GOLPES POR OBJETOS MÓVILES (COMPRENDIDOS LOS FRAGMENTOS VOLANTES Y LAS PARTÍCULAS), A EXCEPCIÓN DE LOS GOLPES POR OBJETOS QUE CAEN;; 1 ; 17 ; 18 ; 1 ; 12 ; 13 ; 2 ; 7 ;; 15 ;;; 5 ; 3 ;; 94 
Octubre_2022;PISADAS SOBRE OBJETOS;; 1 ; 2 ; 11 ;; 11 ; 3 ; 1 ; 3 ;; 4 ; 2 ;; 1 ; 3 ;; 42 
Octubre_2022;PUNZO CORTANTES; 3 ;; 3 ; 48 ; 1 ; 11 ; 15 ; 20 ; 13 ;; 19 ; 5 ; 3 ; 49 ; 7 ;; 197 
Octubre_2022;OTRAS FORMAS DE ACCIDENTE NO CLASIFICADAS POR FALTA DE DATOS SUFICIENTES; 14 ; 5 ; 103 ; 346 ; 4 ; 111 ; 121 ; 41 ; 150 ; 4 ; 222 ; 52 ; 3 ; 54 ; 82 ;; 1,312 
Octubre_2022; TOTAL ; 45 ; 12 ; 200 ; 752 ; 15 ; 301 ; 333 ; 119 ; 326 ; 8 ; 488 ; 93 ; 13 ; 204 ; 194 ;; 3,103 
Setiembre_2022;ATRAPADA POR UN OBJETO O ENTRE OBJETOS; 10 ; 2 ; 8 ; 52 ; - ; 11 ; 17 ; 1 ; 11 ; - ; 13 ; 1 ; - ; 4 ; 2 ; - ; 132 
Setiembre_2022;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN); 1 ;; 2 ; 8 ;; 2 ; 4 ;; 2 ;; 2 ;;; 1 ;;; 22 
Setiembre_2022;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL; 3 ;; 3 ; 9 ;; 1 ; 2 ;; 2 ;; 2 ;;; 1 ; 1 ;; 24 
Setiembre_2022;ATRAPADA POR UN OBJETO; 6 ; 2 ; 3 ; 35 ;; 8 ; 11 ; 1 ; 7 ;; 9 ; 1 ;; 2 ; 1 ;; 86 
Setiembre_2022;CAÍDAS DE OBJETOS; 15 ; 2 ; 18 ; 64 ; 1 ; 41 ; 34 ; 8 ; 27 ; 1 ; 49 ; 6 ; 2 ; 2 ; 10 ; 3 ; 283 
Setiembre_2022;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL; 4 ; 1 ; 3 ; 22 ; 1 ; 10 ; 8 ;; 11 ;; 22 ;;;; 4 ;; 86 
Setiembre_2022;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE);;; 6 ;;; 5 ; 2 ;;;;;; 1 ;; 1 ;; 15 
Setiembre_2022;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS);;; 2 ; 2 ;; 3 ; 1 ;; 2 ;; 3 ;;;;;; 13 
Setiembre_2022;OTRAS CAÍDAS DE OBJETOS; 11 ; 1 ; 7 ; 40 ;; 23 ; 23 ; 8 ; 14 ; 1 ; 24 ; 6 ; 1 ; 2 ; 5 ; 3 ; 169 
Setiembre_2022;CAÍDAS DE PERSONAS; 27 ; 7 ; 13 ; 73 ; 3 ; 62 ; 40 ; 16 ; 54 ; 1 ; 87 ; 14 ; 2 ; 27 ; 27 ; 1 ; 454 
Setiembre_2022;CAÍDAS DE PERSONAS QUE OCURREN A DISTINTO NIVEL [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO, VEHÍCULOS) Y EN PROFUNDIDADES (POZOS, FOSOS, EXCAVACIONES, ABERTURAS EN EL SUELO)]; 11 ; 1 ; 1 ; 33 ; 1 ; 26 ; 10 ; 3 ; 22 ; 1 ; 35 ; 5 ; 2 ; 4 ; 14 ;; 169 
Setiembre_2022;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL; 16 ; 6 ; 12 ; 40 ; 2 ; 36 ; 30 ; 13 ; 32 ;; 52 ; 9 ;; 23 ; 13 ; 1 ; 285 
Setiembre_2022;CONTACTO CON LA CORRIENTE ELÉCTRICA; - ; - ; 1 ; 4 ; 1 ; 1 ; 1 ; - ; - ; - ; 2 ; - ; - ; 1 ; - ; - ; 11 
Setiembre_2022;CONTACTO DIRECTO CON LA CORRIENTE ELÉCTRICA;;;; 3 ; 1 ; 1 ; 1 ;;;; 2 ;;; 1 ;;; 9 
Setiembre_2022;CONTACTO INDIRECTO CON LA CORRIENTE ELÉCTRICA;;; 1 ; 1 ;;;;;;;;;;;;; 2 
Setiembre_2022;ESFUERZOS EXCESIVOS O FALSOS MOVIMIENTOS; 16 ; 2 ; 10 ; 116 ; - ; 41 ; 73 ; 4 ; 51 ; 2 ; 74 ; 12 ; 2 ; 20 ; 24 ; 1 ; 448 
Setiembre_2022;ESFUERZOS FÍSICOS EXCESIVOS AL EMPUJAR OBJETOS O TIRAR DE ELLOS; 2 ;; 3 ; 12 ;; 4 ; 5 ;; 4 ;; 3 ; 4 ;;; 1 ; 1 ; 39 
Setiembre_2022;ESFUERZOS FÍSICOS EXCESIVOS AL LEVANTAR OBJETOS; 6 ; 2 ; 4 ; 29 ;; 14 ; 33 ; 1 ; 19 ;; 25 ; 3 ; 1 ; 4 ; 7 ;; 148 
Setiembre_2022;ESFUERZOS FÍSICOS EXCESIVOS AL MANEJAR O LANZAR OBJETOS; 1 ;;; 6 ;; 2 ;;;;; 2 ;;; 1 ;;; 12 
Setiembre_2022;FALSOS MOVIMIENTOS; 7 ;; 3 ; 69 ;; 21 ; 35 ; 3 ; 28 ; 2 ; 44 ; 5 ; 1 ; 15 ; 16 ;; 249 
Setiembre_2022;EXPOSICIÓN A, O CONTACTO CON, SUSTANCIAS NOCIVAS O RADIACIONES; - ; - ; 1 ; 27 ; - ; 3 ; 3 ; 2 ; 2 ; 1 ; 4 ; - ; - ; 2 ; 3 ; - ; 48 
Setiembre_2022;CONTACTO POR INHALACIÓN, POR INGESTIÓN O POR ABSORCIÓN CON SUSTANCIAS NOCIVAS;;; 1 ; 12 ;; 1 ; 2 ; 2 ; 1 ; 1 ; 1 ;;; 2 ; 2 ;; 25 
Setiembre_2022;EXPOSICIÓN A OTRAS RADIACIONES;;;; 8 ;;;;; 1 ;; 2 ;;;; 1 ;; 12 
Setiembre_2022;EXPOSICIÓN A RADIACIONES IONIZANTES;;;; 7 ;; 2 ; 1 ;;;; 1 ;;;;;; 11 
Setiembre_2022;EXPOSICIÓN A, O CONTACTO CON, TEMPERATURAS EXTREMAS; 2 ; - ; 3 ; 24 ; - ; 2 ; 10 ; 10 ; 2 ; - ; 4 ; - ; - ; 3 ; 5 ; 1 ; 66 
Setiembre_2022;CONTACTO CON SUSTANCIAS U OBJETOS ARDIENTES; 2 ;; 1 ; 17 ;;; 8 ; 7 ; 1 ;; 2 ;;; 3 ; 2 ; 1 ; 44 
Setiembre_2022;CONTACTO CON SUSTANCIAS U OBJETOS MUY FRÍOS;;;;;; 1 ; 1 ; 1 ;;; 1 ;;;;;; 4 
Setiembre_2022;EXPOSICIÓN AL CALOR (DE LA ATMÓSFERA O DEL AMBIENTE DE TRABAJO);;; 2 ; 7 ;; 1 ; 1 ; 2 ; 1 ;; 1 ;;;; 3 ;; 18 
Setiembre_2022;PISADAS SOBRE, CHOQUES CONTRA, O GOLPES POR OBJETOS, A EXCEPCIÓN DE CAÍDAS DE OBJETOS; 21 ; 5 ; 13 ; 78 ; 1 ; 40 ; 44 ; 4 ; 32 ; - ; 43 ; 8 ; 2 ; 12 ; 15 ; - ; 318 
Setiembre_2022;CHOQUE CONTRA OBJETOS MÓVILES; 3 ; 1 ; 3 ; 9 ;; 9 ;;; 5 ;; 6 ;;; 1 ; 1 ;; 38 
Setiembre_2022;CHOQUES CONTRA OBJETOS INMÓVILES (A EXCEPCIÓN DE CHOQUES DEBIDOS A UNA CAÍDA ANTERIOR); 13 ; 2 ; 6 ; 11 ;; 5 ; 7 ; 2 ; 4 ;; 8 ; 2 ; 1 ; 4 ; 3 ;; 68 
Setiembre_2022;GOLPES POR OBJETOS MÓVILES (COMPRENDIDOS LOS FRAGMENTOS VOLANTES Y LAS PARTÍCULAS), A EXCEPCIÓN DE LOS GOLPES POR OBJETOS QUE CAEN; 2 ; 2 ; 2 ; 53 ; 1 ; 17 ; 33 ;; 13 ;; 22 ; 3 ;; 6 ; 3 ;; 157 
Setiembre_2022;PISADAS SOBRE OBJETOS; 3 ;; 2 ; 5 ;; 9 ; 4 ; 2 ; 10 ;; 7 ; 3 ; 1 ; 1 ; 8 ;; 55 
Setiembre_2022;PUNZO CORTANTES; 2 ; 1 ; 6 ; 45 ; 2 ; 11 ; 16 ; 11 ; 6 ;; 25 ; 4 ; 1 ; 28 ; 9 ;; 167 
Setiembre_2022;OTRAS FORMAS DE ACCIDENTE NO CLASIFICADAS POR FALTA DE DATOS SUFICIENTES; 20 ; 5 ; 47 ; 291 ; 1 ; 105 ; 81 ; 42 ; 133 ; 1 ; 126 ; 28 ; 3 ; 198 ; 51 ; 6 ; 1,138 
Setiembre_2022; TOTAL ; 113 ; 24 ; 120 ; 774 ; 9 ; 317 ; 319 ; 98 ; 318 ; 6 ; 427 ; 73 ; 12 ; 297 ; 146 ; 12 ; 3,065 
Diciembre_2022;ATRAPADA POR UN OBJETO O ENTRE OBJETOS; 2 ; 1 ; 19 ; 42 ; - ; 9 ; 20 ; - ; 12 ; - ; 20 ; - ; - ; 1 ; 3 ;; 129 
Diciembre_2022;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN); - ; 1 ; 4 ; 4 ; - ; - ; 3 ; - ; 1 ; - ; 3 ; - ; - ; - ; - ;; 16 
Diciembre_2022;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL; - ; - ; 6 ; 10 ; - ; 2 ; 8 ; - ; 4 ; - ; 4 ; - ; - ; - ; 2 ;; 36 
Diciembre_2022;ATRAPADA POR UN OBJETO; 2 ; - ; 9 ; 28 ; - ; 7 ; 9 ; - ; 7 ; - ; 13 ; - ; - ; 1 ; 1 ;; 77 
Diciembre_2022;CAÍDAS DE OBJETOS; 11 ; 3 ; 19 ; 55 ; 1 ; 31 ; 31 ; 5 ; 28 ; - ; 39 ; 2 ; 1 ; 4 ; 13 ;; 243 
Diciembre_2022;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL; 2 ; - ; 2 ; 23 ; - ; 6 ; 7 ; 2 ; 9 ; - ; 15 ; - ; - ; 2 ; 3 ;; 71 
Diciembre_2022;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE); 1 ; - ; 6 ; - ; - ; 5 ; - ; - ; 1 ; - ; 1 ; - ; - ; - ; - ;; 14 
Diciembre_2022;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS); 1 ; - ; - ; 1 ; - ; 4 ; 2 ; - ; 2 ; - ; - ; 1 ; - ; - ; - ;; 11 
Diciembre_2022;OTRAS CAÍDAS DE OBJETOS; 7 ; 3 ; 11 ; 31 ; 1 ; 16 ; 22 ; 3 ; 16 ; - ; 23 ; 1 ; 1 ; 2 ; 10 ;; 147 
Diciembre_2022;CAÍDAS DE PERSONAS; 9 ; 2 ; 21 ; 53 ; - ; 28 ; 46 ; 19 ; 41 ; 1 ; 67 ; 22 ; 3 ; 18 ; 20 ;; 350 
Diciembre_2022;CAÍDAS DE PERSONAS QUE OCURREN A DISTINTO NIVEL [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO, VEHÍCULOS) Y EN PROFUNDIDADES (POZOS, FOSOS, EXCAVACIONES, ABERTURAS EN EL SUELO)]; 4 ; 1 ; 6 ; 19 ; - ; 11 ; 23 ; 3 ; 16 ; 1 ; 28 ; 9 ; 3 ; 2 ; 9 ;; 135 
Diciembre_2022;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL; 5 ; 1 ; 15 ; 34 ; - ; 17 ; 23 ; 16 ; 25 ; - ; 39 ; 13 ; - ; 16 ; 11 ;; 215 
Diciembre_2022;CONTACTO CON LA CORRIENTE ELÉCTRICA; - ; - ; - ; 1 ; 1 ; - ; 1 ; 1 ; - ; - ; 1 ; - ; - ; - ; 2 ;; 7 
Diciembre_2022;CONTACTO DIRECTO CON LA CORRIENTE ELÉCTRICA; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; - ; 1 ; - ; - ; - ; 2 ;; 4 
Diciembre_2022;CONTACTO INDIRECTO CON LA CORRIENTE ELÉCTRICA; - ; - ; - ; 1 ; 1 ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ;; 3 
Diciembre_2022;ESFUERZOS EXCESIVOS O FALSOS MOVIMIENTOS; 1 ; 1 ; 28 ; 67 ; - ; 25 ; 49 ; 7 ; 31 ; - ; 55 ; 11 ; 1 ; 6 ; 17 ;; 299 
Diciembre_2022;ESFUERZOS FÍSICOS EXCESIVOS AL EMPUJAR OBJETOS O TIRAR DE ELLOS; - ; - ; 2 ; 5 ; - ; 1 ; 5 ; 1 ; 4 ; - ; 10 ; 2 ; - ; 1 ; 1 ;; 32 
Diciembre_2022;ESFUERZOS FÍSICOS EXCESIVOS AL LEVANTAR OBJETOS; - ; - ; 9 ; 20 ; - ; 14 ; 24 ; 3 ; 15 ; - ; 24 ; 2 ; - ; - ; 8 ;; 119 
Diciembre_2022;ESFUERZOS FÍSICOS EXCESIVOS AL MANEJAR O LANZAR OBJETOS; - ; - ; 2 ; 2 ; - ; 3 ; 4 ;; 3 ; - ; 3 ; - ; - ; - ; - ;; 17 
Diciembre_2022;FALSOS MOVIMIENTOS; 1 ; 1 ; 15 ; 40 ; - ; 7 ; 16 ; 3 ; 9 ; - ; 18 ; 7 ; 1 ; 5 ; 8 ;; 131 
Diciembre_2022;EXPOSICIÓN A, O CONTACTO CON, SUSTANCIAS NOCIVAS O RADIACIONES; 1 ; 2 ; 3 ; 20 ; - ; 2 ; 3 ; 5 ; 5 ; - ; 11 ; - ; - ; 1 ; 1 ;; 54 
Diciembre_2022;CONTACTO POR INHALACIÓN, POR INGESTIÓN O POR ABSORCIÓN CON SUSTANCIAS NOCIVAS; 1 ; 2 ; 3 ; 13 ; - ; 1 ; 2 ; 2 ; 4 ; - ; 8 ; - ; - ; 1 ; - ;; 37 
Diciembre_2022;EXPOSICIÓN A OTRAS RADIACIONES; - ; - ; - ; 4 ; - ; 1 ; - ; 3 ; 1 ; - ; 3 ; - ; - ; - ; - ;; 12 
Diciembre_2022;EXPOSICIÓN A RADIACIONES IONIZANTES; - ; - ; - ; 3 ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; 1 ;; 5 
Diciembre_2022;EXPOSICIÓN A, O CONTACTO CON, TEMPERATURAS EXTREMAS; - ; 2 ; 6 ; 15 ; 1 ; 1 ; 2 ; 15 ; - ; - ; 5 ; - ; - ; 1 ; 1 ;; 49 
Diciembre_2022;CONTACTO CON SUSTANCIAS U OBJETOS ARDIENTES; - ; 2 ; 3 ; 10 ; 1 ; 1 ; 2 ; 11 ; - ; - ; 3 ; - ; - ; 1 ; - ;; 34 
Diciembre_2022;CONTACTO CON SUSTANCIAS U OBJETOS MUY FRÍOS; - ; - ; 2 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;; 2 
Diciembre_2022;EXPOSICIÓN AL CALOR (DE LA ATMÓSFERA O DEL AMBIENTE DE TRABAJO); - ; - ; 1 ; 5 ; - ; - ; - ; 3 ; - ; - ; 2 ; - ; - ; - ; 1 ;; 12 
Diciembre_2022;EXPOSICIÓN AL FRÍO (DE LA ATMÓSFERA O DEL AMBIENTE DE TRABAJO); - ; - ; - ; - ; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ;; 1 
Diciembre_2022;PISADAS SOBRE, CHOQUES CONTRA, O GOLPES POR OBJETOS, A EXCEPCIÓN DE CAÍDAS DE OBJETOS; 12 ; 6 ; 37 ; 61 ; 2 ; 32 ; 30 ; 6 ; 21 ; - ; 37 ; 6 ; 1 ; 3 ; 9 ;; 263 
Diciembre_2022;CHOQUE CONTRA OBJETOS MÓVILES; 3 ; 2 ; 7 ; 10 ; 1 ; 9 ; 5 ; 3 ; 5 ; - ; 8 ; 1 ; - ; 1 ; 3 ;; 58 
Diciembre_2022;CHOQUES CONTRA OBJETOS INMÓVILES (A EXCEPCIÓN DE CHOQUES DEBIDOS A UNA CAÍDA ANTERIOR); 4 ; 2 ; 7 ; 10 ; - ; 2 ; 3 ; 1 ; 5 ; - ; 5 ; 1 ; - ; - ; 1 ;; 41 
Diciembre_2022;GOLPES POR OBJETOS MÓVILES (COMPRENDIDOS LOS FRAGMENTOS VOLANTES Y LAS PARTÍCULAS), A EXCEPCIÓN DE LOS GOLPES POR OBJETOS QUE CAEN; 2 ; 2 ; 19 ; 34 ; 1 ; 11 ; 18 ; - ; 7 ; - ; 12 ; 3 ; 1 ; 1 ; 5 ;; 116 
Diciembre_2022;PISADAS SOBRE OBJETOS; 3 ; - ; 4 ; 7 ; - ; 10 ; 4 ; 2 ; 4 ; - ; 12 ; 1 ; - ; 1 ; - ;; 48 
Diciembre_2022;PUNZO CORTANTES; 3 ; 3 ; 6 ; 50 ; - ; 7 ; 21 ; 13 ; 15 ; - ; 31 ; 2 ;; 30 ; 4 ;; 185 
Diciembre_2022;OTRAS FORMAS DE ACCIDENTE NO CLASIFICADAS POR FALTA DE DATOS SUFICIENTES; 11 ; 6 ; 53 ; 227 ; 4 ; 57 ; 83 ; 27 ; 104 ; 3 ; 137 ; 18 ; 1 ; 23 ; 49 ;; 803 
Diciembre_2022; TOTAL ; 50 ; 26 ; 192 ; 591 ; 9 ; 192 ; 286 ; 98 ; 257 ; 4 ; 403 ; 61 ; 7 ; 87 ; 119 ;; 2,382 
Enero_2023;ATRAPADA POR UN OBJETO O ENTRE OBJETOS; 2 ; 1 ; 17 ; 56 ; 2 ; 14 ; 19 ; 3 ; 11 ; - ; 17 ; 3 ; - ; 7 ; 4 ; - ; 156 
Enero_2023;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN); - ; 1 ; 5 ; 3 ; - ; 2 ; 2 ; - ; 2 ; - ; 3 ; 1 ; - ; 1 ; 1 ; - ; 21 
Enero_2023;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL; - ; - ; 2 ; 13 ; 2 ; 2 ; 6 ; - ; 2 ; - ; 4 ; 2 ; - ; 2 ; 1 ; - ; 36 
Enero_2023;ATRAPADA POR UN OBJETO; 2 ; - ; 10 ; 40 ; - ; 10 ; 11 ; 3 ; 7 ; - ; 10 ; - ; - ; 4 ; 2 ; - ; 99 
Enero_2023;CAÍDAS DE OBJETOS; 1 ; - ; 19 ; 42 ; 3 ; 55 ; 38 ; 15 ; 32 ; 1 ; 68 ; 3 ; 1 ; 12 ; 23 ; - ; 313 
Enero_2023;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL; 1 ; - ; 2 ; 14 ; - ; 12 ; 8 ; 4 ; 14 ; - ; 19 ; 1 ; 1 ; 1 ; 5 ; - ; 82 
Enero_2023;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE); - ; - ; 4 ; 1 ; 1 ; 7 ; 1 ; - ; 1 ; - ; 3 ; - ; - ; - ; 2 ; - ; 20 
Enero_2023;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS); - ; - ; - ; - ; - ; 4 ; 2 ; 1 ; 2 ; - ; 2 ; - ; - ; - ; - ; - ; 11 
Enero_2023;OTRAS CAÍDAS DE OBJETOS; - ; - ; 13 ; 27 ; 2 ; 32 ; 27 ; 10 ; 15 ; 1 ; 44 ; 2 ; - ; 11 ; 16 ; - ; 200 
Enero_2023;CAÍDAS DE PERSONAS; 14 ; 11 ; 21 ; 63 ; 3 ; 57 ; 63 ; 54 ; 76 ; 6 ; 90 ; 29 ; 4 ; 35 ; 43 ; - ; 569 
Enero_2023;CAÍDAS DE PERSONAS QUE OCURREN A DISTINTO NIVEL [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO, VEHÍCULOS) Y EN PROFUNDIDADES (POZOS, FOSOS, EXCAVACIONES, ABERTURAS EN EL SUELO)]; 4 ; 6 ; 9 ; 26 ; - ; 27 ; 25 ; 18 ; 41 ; 2 ; 40 ; 9 ; 1 ; 10 ; 18 ; - ; 236 
Enero_2023;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL; 10 ; 5 ; 12 ; 37 ; 3 ; 30 ; 38 ; 36 ; 35 ; 4 ; 50 ; 20 ; 3 ; 25 ; 25 ; - ; 333 
Enero_2023;CONTACTO CON LA CORRIENTE ELÉCTRICA; - ; - ; 1 ; 3 ; - ; 2 ; - ; 3 ; - ; - ; 2 ; - ; - ; 2 ; 1 ; - ; 14 
Enero_2023;CONTACTO DIRECTO CON LA CORRIENTE ELÉCTRICA; - ; - ; - ; 1 ; - ; 1 ; - ; 1 ; - ; - ; 1 ; - ; - ; - ; 1 ; - ; 5 
Enero_2023;CONTACTO INDIRECTO CON LA CORRIENTE ELÉCTRICA; - ; - ; 1 ; 2 ; - ; 1 ; - ; 2 ; - ; - ; 1 ; - ; - ; 2 ; - ; - ; 9 
Enero_2023;ESFUERZOS EXCESIVOS O FALSOS MOVIMIENTOS; 4 ; 5 ; 10 ; 86 ; 2 ; 57 ; 39 ; 16 ; 28 ; 1 ; 68 ; 5 ; 3 ; 18 ; 20 ; - ; 362 
Enero_2023;ESFUERZOS FÍSICOS EXCESIVOS AL EMPUJAR OBJETOS O TIRAR DE ELLOS; - ; 1 ; - ; 6 ; - ; 8 ; 5 ; - ; 3 ; - ; 4 ; 1 ; - ; - ; - ; - ; 28 
Enero_2023;ESFUERZOS FÍSICOS EXCESIVOS AL LEVANTAR OBJETOS; 1 ; 2 ; 4 ; 29 ; - ; 23 ; 17 ; 7 ; 11 ; 1 ; 21 ; 1 ; 1 ; - ; 5 ; - ; 123 
Enero_2023;ESFUERZOS FÍSICOS EXCESIVOS AL MANEJAR O LANZAR OBJETOS; - ; 1 ; 2 ; 3 ; - ; 2 ; 2 ; - ; - ; - ; 1 ; - ; 2 ; - ; - ; - ; 13 
Enero_2023;FALSOS MOVIMIENTOS; 3 ; 1 ; 4 ; 48 ; 2 ; 24 ; 15 ; 9 ; 14 ; - ; 42 ; 3 ; - ; 18 ; 15 ; - ; 198 
Enero_2023;EXPOSICIÓN A, O CONTACTO CON, SUSTANCIAS NOCIVAS O RADIACIONES; 2 ; - ; 5 ; 6 ; - ; 3 ; 3 ; 3 ; 4 ; - ; 8 ; - ; - ; 9 ; 3 ; - ; 46 
Enero_2023;CONTACTO POR INHALACIÓN, POR INGESTIÓN O POR ABSORCIÓN CON SUSTANCIAS NOCIVAS; 1 ; - ; 5 ; 4 ; - ; 3 ; 1 ; 1 ; 3 ; - ; 8 ; - ; - ; 3 ; 3 ; - ; 32 
Enero_2023;EXPOSICIÓN A OTRAS RADIACIONES; 1 ; - ; - ; - ; - ; - ; 1 ; 1 ; - ; - ; - ; - ; - ; 6 ; - ; - ; 9 
Enero_2023;EXPOSICIÓN A RADIACIONES IONIZANTES; - ; - ; - ; 2 ; - ; - ; 1 ; 1 ; 1 ; - ; - ; - ; - ; - ; - ; - ; 5 
Enero_2023;EXPOSICIÓN A, O CONTACTO CON, TEMPERATURAS EXTREMAS; 1 ; 1 ; 2 ; 26 ; - ; 2 ; 8 ; 31 ; 1 ; - ; 3 ; - ; - ; - ; 3 ; - ; 78 
Enero_2023;CONTACTO CON SUSTANCIAS U OBJETOS ARDIENTES; 1 ; 1 ; 2 ; 21 ; - ; 2 ; 4 ; 28 ; 1 ; - ; 3 ; - ; - ; - ; 3 ; - ; 66 
Enero_2023;CONTACTO CON SUSTANCIAS U OBJETOS MUY FRÍOS; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 
Enero_2023;EXPOSICIÓN AL CALOR (DE LA ATMÓSFERA O DEL AMBIENTE DE TRABAJO); - ; - ; - ; 4 ; - ; - ; 4 ; 2 ; - ; - ; - ; - ; - ; - ; - ; - ; 10 
Enero_2023;EXPOSICIÓN AL FRÍO (DE LA ATMÓSFERA O DEL AMBIENTE DE TRABAJO); - ; - ; - ; - ; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; 1 
Enero_2023;PISADAS SOBRE, CHOQUES CONTRA, O GOLPES POR OBJETOS, A EXCEPCIÓN DE CAÍDAS DE OBJETOS; 3 ; 3 ; 37 ; 105 ; 1 ; 51 ; 51 ; 16 ; 39 ; 1 ; 98 ; 14 ; 1 ; 11 ; 34 ; - ; 465 
Enero_2023;CHOQUE CONTRA OBJETOS MÓVILES; - ; 3 ; 12 ; 22 ; - ; 9 ; 9 ; 2 ; 7 ; 1 ; 23 ; 3 ; - ; 4 ; 7 ; - ; 102 
Enero_2023;CHOQUES CONTRA OBJETOS INMÓVILES (A EXCEPCIÓN DE CHOQUES DEBIDOS A UNA CAÍDA ANTERIOR); - ; - ; 2 ; 18 ; - ; 7 ; 7 ; 7 ; 1 ; - ; 20 ; 2 ; 1 ; 4 ; 6 ; - ; 75 
Enero_2023;GOLPES POR OBJETOS MÓVILES (COMPRENDIDOS LOS FRAGMENTOS VOLANTES Y LAS PARTÍCULAS), A EXCEPCIÓN DE LOS GOLPES POR OBJETOS QUE CAEN; 2 ; - ; 21 ; 54 ; - ; 21 ; 25 ; 3 ; 25 ; - ; 42 ; 9 ; - ; 1 ; 14 ; - ; 217 
Enero_2023;PISADAS SOBRE OBJETOS; 1 ; - ; 2 ; 11 ; 1 ; 14 ; 10 ; 4 ; 6 ; - ; 13 ; - ; - ; 2 ; 7 ; - ; 71 
Enero_2023;PUNZO CORTANTES; - ; - ; 5 ; 41 ; - ; 16 ; 24 ; 55 ; 10 ; - ; 18 ; 4 ; 2 ; 28 ; 9 ; - ; 212 
Enero_2023;OTRAS FORMAS DE ACCIDENTE NO CLASIFICADAS POR FALTA DE DATOS SUFICIENTES; 19 ; 7 ; 27 ; 311 ; 2 ; 94 ; 103 ; 73 ; 139 ; 1 ; 184 ; 36 ; 4 ; 42 ; 74 ; - ; 1,116 
Enero_2023; TOTAL ; 46 ; 28 ; 144 ; 739 ; 13 ; 351 ; 348 ; 269 ; 340 ; 10 ; 556 ; 94 ; 15 ; 164 ; 214 ; - ; 3,331 
Febrero_2023;ATRAPADA POR UN OBJETO O ENTRE OBJETOS; 10 ; - ; 16 ; 30 ; 1 ; 9 ; 10 ; 1 ; 7 ; 1 ; 14 ; 4 ; - ; 8 ; 3 ; - ; 114 
